,Collage,Private,Room.Board,Grad.Rate,Outstate_Tier,Apps_transformed_scaled,Top10perc_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Private_Encoded_scaled
402,Muskingum College,Yes,3914,73,High,-0.35541959601246065,0.012544204192919675,-0.9174876980877467,0.7632467647761071,0.4496014388117548,-0.8317407990918481,0.257675656251106,-0.12055104982346956,0.5306181538634841,0.26350460425082795,0.5744667542321615,0.6125530498969481
403,National-Louis University,Yes,4500,71,Low,-1.1198984330443555,-0.053119072030679226,0.25974086292725906,-0.2195129401839034,0.7526774067369609,-1.7565250579131289,-1.094880026424442,1.0636508731902286,-3.1179783991407715,-0.16719745956238327,-0.4796600384662045,0.6125530498969481
404,Nazareth College of Rochester,Yes,5150,61,Medium,-0.5085382375766295,0.6753287453312369,0.21418847727937598,0.22723878076167187,0.12366360001576766,-0.8317407990918481,0.9692990979140862,-0.06921364143108526,0.34549454598816776,0.11452965754141407,0.6512062468912446,0.6125530498969481
405,New Jersey Institute of Technology,No,5376,72,Low,0.14328635277136367,0.198039873680471,1.081643693841069,-0.2896610468605486,1.0360807080301793,0.8998829173504327,1.467641878959388,-0.0948453587869114,-0.019012808716357025,0.9381177434833587,-0.678698663155967,-1.6325116659989423
406,New Mexico Institute of Mining and Tech.,No,3214,34,Low,-0.6902417843019264,0.8591123720558881,0.12603424105220862,-1.3962434821077572,0.4496014388117548,-0.1865912067306211,1.6789026453905742,-0.043655143285562414,-0.8534518760234878,0.2388845723764035,0.11381434544968615,-1.6325116659989423
407,New York University,Yes,7262,71,High,1.8531923324207478,1.9228546444162873,1.4875334508014406,1.6219016350503508,-0.6142542984789046,-0.3812772017711419,1.467641878959388,-1.7100169908089118,-0.28448920152158647,1.90690213228881,-1.4560007995477826,0.6125530498969481
408,Newberry College,Yes,2600,83,Medium,-0.5892444638969397,-0.7684736752694479,-1.2646921583279367,0.0667134257941399,-0.22919460395165178,0.4565508868862356,-1.199238322126377,-0.6514933665420357,0.7990089285165864,-1.0882727843290105,0.5513527636856955,0.6125530498969481
409,Niagara University,Yes,4762,65,Medium,0.2970745868425805,1.7730824130587486,-0.005914869171841524,0.09806175145793482,-0.6142542984789046,-1.2442682363007727,1.6789026453905742,0.08306456383049592,0.060686441260878146,-0.20780387195291627,0.42229527092734204,0.6125530498969481
410,North Adams State College,No,4330,57,Low,-0.02869753985857797,-3.3612688093227097,-0.5471730267600207,-1.3337391935206093,-0.22919460395165178,-0.3812772017711419,-0.7494672137091747,0.08306456383049592,-0.1911203270674524,-0.6985862721728224,-0.7069859961073378,-1.6325116659989423
411,North Carolina A. & T. State University,No,1780,44,Low,0.986022968231856,-0.9727316677869279,0.6270083601755233,-0.8939510962294314,0.4496014388117548,0.6584548487864347,-0.6870519494859656,0.6923240937679698,-1.1512760702749985,-0.47119234849744956,-0.711454814787928,-1.6325116659989423
412,North Carolina State University at Raleigh,No,6540,62,Low,1.6541376960742729,0.814496291254933,2.0230721218799204,-0.4101964618018937,0.4496014388117548,0.15797762173098784,1.467641878959388,0.8796391417393978,0.13667737956055104,0.35058450733723695,-0.5621642774636598,-1.6325116659989423
413,North Carolina Wesleyan College,Yes,4230,52,Low,-0.6593666169243511,-1.6267810138219474,-0.8182388420878751,-0.4552973717633611,0.4496014388117548,0.14998102338192196,-0.3534735225728778,-0.3026284436876267,-0.8534518760234878,0.45277504800633833,0.6910753947257052,0.6125530498969481
414,North Central College,Yes,7398,76,Medium,-0.3399066933248407,0.36877700770497224,0.538664438287555,0.4301245042866012,-0.6142542984789046,0.8415717373961827,0.42593464953116233,0.6211848111741397,0.8477740600370556,0.13592047314024663,0.25478408259346536,0.6125530498969481
415,North Dakota State University,No,2744,42,Low,0.5604420603138852,-0.8676768730139962,0.8082604696171846,-1.2267120141059196,0.4496014388117548,1.0664517666812061,0.09569733284866458,0.7629678942848173,0.34549454598816776,-0.8173371527370515,0.18362198066940585,-1.6325116659989423
416,North Park College,Yes,4345,74,Medium,-1.2204306503346194,-0.33923404372499044,-0.46759806766056095,0.6220569582239495,-1.0385747644227592,-0.44320555165261083,-0.2097844047463471,-0.19811971386291968,0.34549454598816776,0.6301507601354812,0.20009885883380166,0.6125530498969481
417,Northeast Missouri State University,No,3416,76,Low,1.1818724668938694,0.6753287453312369,-0.14762845649391335,-1.6006548393595168,-1.0385747644227592,-0.1865912067306211,-0.6870519494859656,0.4531942340637841,-0.601645107695158,-0.6808353813309969,0.07383039711171765,-1.6325116659989423
418,Northeastern University,Yes,7425,46,High,1.7458225566784138,-0.5849046607537622,2.556574971973989,0.7925984055207707,0.4496014388117548,0.7817410839369686,0.017034841871698108,-0.2502164792374268,-0.1911203270674524,0.3234493241455035,-0.2270212887322241,0.6125530498969481
419,Northern Arizona University,No,3728,41,Low,1.1605665458526935,-0.053119072030679226,1.4502857346707398,-0.9135519513977954,0.573380124094607,1.4066848531844809,0.09569733284866458,1.8131223828002057,-1.515783424979524,-0.8930685147799469,0.6129672664692677,-1.6325116659989423
420,Northern Illinois University,No,3296,56,Low,1.6596550505598746,-0.9727316677869279,1.218677548828701,-0.5848598009901801,-0.4559627311617416,0.7817410839369686,-0.2823735232374524,0.8331283179455149,-0.8534518760234878,-0.9292056824217977,-0.49407047664955506,-1.6325116659989423
421,Northwest Missouri State University,No,3136,54,Low,0.4848700076886146,-1.4730544512765091,0.21556995474047824,-2.0962505907453486,-2.669140354284214,0.631425288232207,-1.094880026424442,1.8131223828002057,0.2788113855351543,-1.3882216068550388,1.2379085623816553,-1.6325116659989423
422,Northwest Nazarene College,Yes,2820,58,Low,-0.9345601103576878,0.31333619614396924,-1.0000176354155088,-0.022745541302177364,-0.6142542984789046,-0.7773725993734584,-1.392393977623881,0.23285911133526935,0.060686441260878146,-0.8412800877602152,0.5951182682778857,0.6125530498969481
423,Northwestern College,Yes,3075,68,Low,-0.6028462066853543,-0.12094221917214981,-1.0755146028246891,-0.007435867506013141,-2.048308048513365,0.8415717373961827,-0.9283307329438812,0.25759334859915667,0.8951255085680089,-0.794639396719073,1.333899587914977,0.6125530498969481
424,Northwestern University,Yes,5520,92,High,1.7718161746322703,2.328985093693537,-1.1507160945452135,1.3826050488587691,1.3486447395184986,0.5724019853941217,1.6789026453905742,-2.0362031548706714,0.4095619963667674,2.2325855168767337,-2.202481190954777,0.6125530498969481
425,Norwich University,Yes,5270,63,High,0.0733896680401801,-1.4730544512765091,0.07918403546691383,0.9473048279223201,-0.22919460395165178,-0.8317407990918481,-0.5579571392876599,-0.19811971386291968,0.20928980457225407,0.23023227463143647,1.2609611413278519,0.6125530498969481
426,Notre Dame College,Yes,4900,33,Low,-1.4320261129623766,-0.6744109272506594,-0.05067400576780623,0.015414767758353815,-1.0385747644227592,-1.401605755600841,-1.854952083311673,-0.46182603876526157,0.47121122188858366,-1.613917093602683,0.7343318561957851,0.6125530498969481
427,Oakland University,No,4030,53,Low,0.5822284608944133,-0.5849046607537622,1.7620138884653846,-0.21305436141469739,-1.0385747644227592,-1.2442682363007727,0.6902976719925955,1.3783101875984973,-0.601645107695158,-0.6645929172857636,0.6925161315041627,-1.6325116659989423
428,Oberlin College,Yes,5820,83,High,0.9804181849709435,1.2651043449994013,-0.61883109051505,1.9442453259620025,0.2897201272175074,-0.15146424327377245,1.2632379969775114,-1.0162263078285307,1.4110746470937963,1.4886487505922157,-1.1415277138917084,0.6125530498969481
429,Occidental College,Yes,5140,79,High,0.3389685687368437,1.3388902885586311,-1.278903285492558,1.4110262795548676,0.17750483379692933,-0.09174636885709357,0.9692990979140862,-0.9021518863751771,0.696881263144984,1.4444266857341257,-1.2201395230955787,0.6125530498969481
430,Oglethorpe University,Yes,4340,67,Medium,-0.6839833502231424,1.4803479884652577,0.07078414185244981,0.6911051395485791,0.4496014388117548,2.6517364721562937,1.1635803366973685,-0.19811971386291968,0.5306181538634841,0.04653691630320629,0.4932801715583525,0.6125530498969481
431,Ohio Northern University,Yes,4080,83,High,0.550709961257304,0.6270233788095003,-0.9491384422820588,1.3063082494435965,0.4496014388117548,-0.7700634020695866,-0.2823735232374524,0.15826329539749745,0.7487430981377603,0.42641347989228584,0.34525871027154875,0.6125530498969481
432,Ohio University,No,4095,64,Low,1.6834822982041753,-0.19109950858549554,0.915251830965175,-0.6358621845925835,0.12366360001576766,1.3674797929567895,0.42593464953116233,1.5323670138748016,-0.601645107695158,0.1185978123146016,0.03987446574376157,-1.6325116659989423
433,Ohio Wesleyan University,Yes,5650,75,High,0.2845976391877495,0.6753287453312369,-1.1172801877673055,1.4421593680097298,0.12366360001576766,-1.5715860927236942,0.9692990979140862,-0.46182603876526157,0.7990089285165864,0.8478830787309541,0.19949768392661107,0.6125530498969481
434,Oklahoma Baptist University,Yes,3140,50,Low,-0.7274030357673332,0.6270233788095003,0.48218803881857775,-1.390923481923295,-0.12022466923149903,0.14195578669882186,-0.7494672137091747,0.30686892312721886,-0.10280094841912382,-1.2478916300693959,1.0304739465259507,0.6125530498969481
435,Oklahoma Christian University,Yes,3150,45,Low,-0.7041618001642574,-0.12094221917214981,-0.24179621121322817,-1.0288789635676354,-0.22919460395165178,0.9567527520585001,-1.1477182127095475,0.573477137701554,-1.3233835886260938,-0.6912842205744648,1.6250478856166704,0.6125530498969481
436,Oklahoma State University,No,3344,48,Low,0.9325862788248889,0.31333619614396924,1.0869992575548473,-1.4114938112785378,1.5536080298286021,2.0209274842734355,0.8746535950171559,0.35589122750062596,-0.488944521318963,-0.7584791088067386,0.8053737292583836,-1.6325116659989423
437,Otterbein College,Yes,4440,87,Medium,-0.06995955266305463,0.13799295441079087,0.6769980867983899,0.6885362644273546,-0.8635857371871478,-0.7338825410642367,-0.9283307329438812,0.0072451478867492135,0.696881263144984,0.11598371557450969,0.3982986440722399,0.6125530498969481
438,Ouachita Baptist University,Yes,2800,65,Low,-0.5474611200147478,0.4228593760746721,-0.9912281496306623,-0.9850785240587812,-0.22919460395165178,0.4565508868862356,-0.9851988400469104,-0.14633148248231934,-0.9955858819980911,-0.7679308655684733,0.6973905218509036,0.6125530498969481
439,Our Lady of the Lake University,Yes,3644,37,Low,0.33265580572465486,-0.12094221917214981,0.6814533752195654,-0.3735042485964832,0.5489055338468951,0.5604113933217354,-1.1477182127095475,0.25759334859915667,0.4095619963667674,-0.46147871894799897,-1.1432721411267768,0.6125530498969481
440,Pace University,Yes,5160,62,Medium,1.4452112710543807,0.7226458157909561,1.8388062589232617,0.26304304288094815,0.8108421980583806,-0.15881325414348932,1.1635803366973685,-0.01816912301826551,-0.9955858819980911,0.44545797936698295,-1.9911171233848068,0.6125530498969481
441,Pacific Lutheran University,Yes,4488,83,High,-0.0049583374904816355,0.4228593760746721,-0.0690047821419937,0.7783672242636007,0.4496014388117548,0.47881486239819987,-0.2823735232374524,-0.7619093999483368,0.2788113855351543,0.2893218839078772,0.8260984518723025,0.6125530498969481
442,Pacific Union College,Yes,3825,69,Medium,-0.515775480797227,-0.26378841421379556,-0.5345902777664514,0.47703985212417044,0.6339700077405098,0.9857796287851024,0.42593464953116233,-0.4084259016153425,-0.7227012651918747,0.21607293964748905,-0.24685123457704145,0.6125530498969481
443,Pacific University,Yes,3994,42,High,-0.5126667492758126,0.9029060992795954,-1.278903285492558,0.9625950037563696,-0.6142542984789046,-0.1865912067306211,-0.42309620655881086,-0.7897561601567331,0.20928980457225407,0.6970660064402332,1.043406788222622,0.6125530498969481
444,Pembroke State University,No,2760,48,Low,-0.5116328625522527,-0.7684736752694479,0.29025958320785256,-1.042473485903698,0.12366360001576766,0.45375244544118193,-0.3534735225728778,0.2822630870249353,-1.9857151375821298,-0.7537702079522239,0.496482758222598,-1.6325116659989423
445,Pennsylvania State Univ. Main Campus,No,4060,63,Medium,2.131797699366617,1.1890885687490678,1.2359434360705823,0.17777648132971596,-0.14179539883908032,1.4543323149585339,1.2632379969775114,1.0179463816947254,-0.019012808716357025,0.17031082718276877,-1.437905535975106,-1.6325116659989423
446,Pepperdine University,Yes,6770,66,High,0.7850815367837318,2.354101083761265,0.4010359033805324,1.6996951338517092,-0.22919460395165178,-1.0977621252034493,1.467641878959388,-0.5968513856813776,-0.601645107695158,1.443177615717873,-1.454474618297499,0.6125530498969481
447,Peru State College,No,2624,44,Low,-0.8051063283804653,-1.204141438433242,0.19456501965374307,-2.723209250746186,-0.22919460395165178,-0.5948985251698026,1.6789026453905742,1.4665986044009744,0.34549454598816776,-1.6697198684888164,-0.2192679496527438,-1.6325116659989423
448,Pfeiffer College,Yes,3700,48,Low,-0.6283199062642012,-1.0845174670653988,-0.4455192858579067,-0.34274287756054295,-1.0385747644227592,0.9735435765255893,-1.2494530951634284,-0.43508339754859443,-0.601645107695158,-0.262708670929437,0.2035377993032928,0.6125530498969481
449,Philadelphia Coll. of Textiles and Sci.,Yes,5062,68,Medium,-0.04386789039106478,-0.33923404372499044,0.7521744657589692,0.4237367718403791,0.4496014388117548,0.6750283477361858,-0.13569442115241218,-0.2502164792374268,-0.3835201634208818,-0.12549626589487625,0.4875059369550033,0.6125530498969481
450,Phillips University,Yes,3860,39,Medium,-0.8179928307605425,-0.33923404372499044,-0.824813232438937,0.14241187243179232,0.4496014388117548,-0.5069333484443375,-1.1477182127095475,-0.5968513856813776,-0.019012808716357025,0.16974819996108442,0.581203208331948,0.6125530498969481
451,Piedmont College,Yes,3620,31,Low,-0.860773093312069,-0.26378841421379556,-0.9740319705249554,-1.2974147564820289,0.4496014388117548,-0.9606431574678058,0.6005650532112241,-0.17218743851993387,-0.1911203270674524,-0.3843871007626966,0.6852252469486607,0.6125530498969481
452,Pikeville College,Yes,3000,61,Low,-1.3655929791790231,0.25645415555414425,-0.7216402910850428,-1.1674301958517876,-0.22919460395165178,-1.7565250579131289,-1.481398373568703,-0.12055104982346956,-0.488944521318963,-1.220536883217639,1.6541227110106291,0.6125530498969481
453,Pitzer College,Yes,5900,73,High,-0.33479472109879166,0.7226458157909561,-1.3559697713457743,1.6114775799679801,0.7526774067369609,-0.7100928488101279,1.6789026453905742,-0.9305096236198228,-0.8534518760234878,1.2772327683753972,-1.2984342148597396,0.6125530498969481
454,Point Loma Nazarene College,Yes,4190,54,Medium,-0.6630173945723591,-0.26378841421379556,-0.2717006389429033,0.06271450625292592,1.5536080298286021,-0.9606431574678058,-0.7494672137091747,0.5495374102901845,-0.019012808716357025,-0.17063178502212925,0.6956626676393577,0.6125530498969481
455,Point Park College,Yes,4830,66,Low,-0.5858753958239291,-1.6267810138219474,0.9643233998613195,-0.05870817156231799,-1.0385747644227592,-0.00765221982654528,0.6902976719925955,0.15826329539749745,-0.9955858819980911,-0.25620337050153935,0.7030715586606741,0.6125530498969481
456,Polytechnic University,Yes,4200,62,High,-0.3356446968305954,1.5482723599064572,-0.2800934067838285,1.3451696241042974,-0.7287469520785288,1.5363316530177873,0.6902976719925955,-0.9305096236198228,-0.488944521318963,1.2116499685694426,0.008880451170797382,0.6125530498969481
457,Prairie View A. and M. University,No,3500,35,Low,0.3702274988812834,-1.204141438433242,0.18166184939151533,-1.840223067970067,0.4370266765138181,0.5684121415197012,0.9692990979140862,1.311635426781892,-3.780309948096807,-0.9912550775306938,1.237816320788867,-1.6325116659989423
458,Presbyterian College,Yes,3635,85,Medium,-0.379202793802235,0.5776799288914051,-1.3559697713457743,0.46213983892905114,0.15066888890102878,0.35502347384888655,0.257675656251106,-0.12055104982346956,1.231387019584252,-0.01958521006684486,0.14977759286553063,0.6125530498969481
459,Princeton University,Yes,5910,99,High,1.83063604735998,2.452443922292768,-0.5061565996033313,1.9814103061114479,0.896665796555262,0.559075194114215,1.2632379969775114,-1.522121468807633,1.6334479958237178,2.3305301541470094,-4.029960629857285,0.6125530498969481
460,Providence College,Yes,6200,96,High,1.0433904002673362,-0.26378841421379556,0.9412284493768918,1.0005868453678386,-0.6142542984789046,-0.1865912067306211,-0.5579571392876599,1.0864302146786269,0.9411429344911897,-0.09001309276929258,-0.6518520840381169,0.6125530498969481
461,Purdue University at West Lafayette,No,3990,67,Low,2.2262987458124384,0.31333619614396924,1.778622009605875,-0.09605583656555101,0.25701902020397904,-0.26241720299471216,0.3410143789166373,1.0408230523290256,-0.3835201634208818,0.057410379160633816,0.7668298958277545,-1.6325116659989423
462,Queens College,Yes,4970,58,Medium,-1.113953929553386,0.47565884296982563,0.3147530959025514,0.26779266014217384,0.5119327660679462,0.9567527520585001,-0.49125343790260845,0.03258838544133442,0.9858994490492295,0.258717165500329,0.08681234085794645,0.6125530498969481
463,Quincy University,Yes,4140,80,Medium,-0.4315734461457274,-0.12094221917214981,-0.9022691057091232,0.04316040253595514,-0.6142542984789046,-0.2241791518544319,-0.7494672137091747,0.5973594417391942,0.7990089285165864,-0.5584050678317886,-0.3888981020250061,0.6125530498969481
464,Quinnipiac College,Yes,6140,86,Medium,0.7595551039557212,-0.4994689411839058,0.49079117978002246,0.5006331677019719,2.4385556153715937,-1.7565250579131289,-0.6232192944825511,-0.4886548043056184,0.8477740600370556,0.1290131548058397,-1.1354180535607024,0.6125530498969481
465,Radford University,No,4110,62,Low,1.1326936085948356,-0.6744109272506594,0.21556995474047824,-0.9339268603208141,-0.22919460395165178,-0.5948985251698026,0.09569733284866458,1.3561294433902293,-1.1512760702749985,-1.938981577108167,0.7575553539845039,-1.6325116659989423
466,Ramapo College of New Jersey,No,4860,47,Low,0.2407617814340075,-1.7978331880954055,1.2029807928286216,-1.7709249737924362,0.4496014388117548,0.6635672183793242,1.1635803366973685,0.9490194931800559,-1.3233835886260938,-0.3751179850997353,-1.9631037999176166,-1.6325116659989423
467,Randolph-Macon College,Yes,3735,74,High,0.08824773074776686,-0.19109950858549554,-1.407972650027876,0.8876420774712047,-1.0385747644227592,-0.5948985251698026,-0.13569442115241218,-0.8457496768946343,1.0718935453228027,0.6696059270200626,0.008415603154037641,0.6125530498969481
468,Randolph-Macon Woman's College,Yes,6110,68,High,-0.8122434318233109,0.6270233788095003,-1.0365500942946193,0.9141252420783165,-1.3159168023606214,-0.5504732541766872,1.3645882269351624,-1.2795288599936452,0.34549454598816776,1.4626718153826093,0.9395992751289203,0.6125530498969481
469,Reed College,Yes,5490,68,High,0.18520972865031532,1.1501937769220463,-0.9912281496306623,1.991059065917996,-0.22919460395165178,-1.959451346902346,0.6902976719925955,-0.5425747226939661,1.0294623131395182,1.4087161707952356,-0.11231007041167951,0.6125530498969481
470,Regis College,Yes,5800,84,Medium,-1.3082589769265804,-0.4176946998854469,0.2952242791684145,0.6480837816681109,-0.6142542984789046,-1.0977621252034493,0.257675656251106,-0.9589736432806002,1.0294623131395182,0.801596782547697,1.0523940515727441,0.6125530498969481
471,Rensselaer Polytechnic Institute,Yes,5976,70,High,1.0190310418743471,1.3749937779595973,-1.6583617630196459,1.5742834629696687,3.2825891707294645,-0.1865912067306211,1.467641878959388,0.38030884250552316,0.13667737956055104,1.3754048937331107,0.5900257249092726,0.6125530498969481
472,Rhodes College,Yes,4768,77,High,0.3302764072170959,1.5482723599064572,-1.0089401426438156,1.157036706280447,0.12366360001576766,0.4565508868862356,1.2632379969775114,-0.8177024914772074,1.4110746470937963,1.0757286677847082,0.3296908761245627,0.6125530498969481
473,Rider University,Yes,5420,70,High,0.7290259948552872,-0.5849046607537622,0.9147015859817645,0.7653500535832429,1.0360807080301793,2.0209274842734355,0.8746535950171559,-0.4084259016153425,0.2788113855351543,0.7135737229763207,-0.4827291017620253,0.6125530498969481
474,Ripon College,Yes,4100,64,High,-0.9831669114228397,0.25645415555414425,-1.3900837948934834,1.157036706280447,-1.5119094043589478,-1.2442682363007727,0.6902976719925955,-1.2201811492616093,1.4777578075468099,0.9284721944119467,0.7248839282713602,0.6125530498969481
475,Rivier College,Yes,4860,81,Low,-1.1793612904171196,-1.7978331880954055,0.8499418594660462,-0.015083061798768515,0.4496014388117548,-0.1865912067306211,-1.392393977623881,-0.43508339754859443,-0.019012808716357025,-0.6171083659279182,0.34414815040389946,0.6125530498969481
476,Roanoke College,Yes,4425,72,High,0.2999598505484559,0.198039873680471,-0.21316481794747635,0.8019899920325408,-0.6142542984789046,-0.00765221982654528,0.6005650532112241,-0.22412911897517035,0.47121122188858366,0.282512854251969,0.386670850285873,0.6125530498969481
477,Rockhurst College,Yes,4100,79,Low,-0.5209804276467481,-0.12094221917214981,0.5278827188663583,-0.11329713689841336,-0.22919460395165178,0.4565508868862356,-0.2097844047463471,-0.8457496768946343,0.13667737956055104,-0.30483583477483656,1.1612832334846228,0.6125530498969481
478,Rocky Mountain College,Yes,3362,68,Low,-1.0307954322663364,-1.0845174670653988,-0.6283861383961887,-0.316659123145778,0.4496014388117548,-1.321479805573063,-0.2823735232374524,-0.678954128340758,0.5306181538634841,-0.7636719569184607,-0.31921606516062206,0.6125530498969481
479,Roger Williams University,Yes,6050,61,Medium,0.6563121331503697,-1.204141438433242,1.0081275690209983,0.6089823530815687,-0.22919460395165178,-1.0144444682730733,-1.6057345224000523,0.6211848111741397,-1.3233835886260938,-0.149446394685957,0.6920693009318502,0.6125530498969481
480,Rollins College,Yes,5220,90,High,0.0913988112204389,0.4228593760746721,0.758906046780983,1.3864412969863018,2.2538655181092837,-0.9606431574678058,0.257675656251106,-0.14633148248231934,0.2788113855351543,0.7644783815649868,-0.6748340277684842,0.6125530498969481
481,Rosary College,Yes,4600,81,Medium,-1.291465258005524,0.25645415555414425,-0.1407212427282514,0.25114412719523843,0.12366360001576766,-0.48548409267976533,0.017034841871698108,-0.2502164792374268,0.696881263144984,0.2450749205153672,-0.0496320603506397,0.6125530498969481
482,Rowan College of New Jersey,No,4830,51,Low,0.7848509163200422,-0.19109950858549554,1.7538982837807282,-1.8112563614226778,1.5536080298286021,-0.8317407990918481,-0.06009188335680806,1.898181750809844,-1.7339083692537995,-0.4065905952790437,-2.532632697371791,-1.6325116659989423
483,Rutgers at New Brunswick,No,4748,77,Low,2.822988062805342,0.6753287453312369,1.70574057017439,-0.7026779268500263,0.9808435903733326,1.0760740166903142,1.1635803366973685,1.3339046278680986,-0.019012808716357025,0.5406264827823463,-1.356773117481754,-1.6325116659989423
484,Rutgers State University at Camden,No,4748,57,Low,0.6728554579110201,0.198039873680471,0.9097322620602107,-0.7023699032627507,0.9808435903733326,1.0760740166903142,1.1635803366973685,1.131844917204875,-0.7227012651918747,0.4631012379706591,-1.5402339142480594,-1.6325116659989423
485,Rutgers State University at Newark,No,4748,58,Low,1.145054339201906,0.13799295441079087,1.182636470091097,-0.7026779268500263,0.9808435903733326,1.0760740166903142,1.1635803366973685,0.8564097284492168,-0.28448920152158647,0.8237403153221425,-1.9177845690097923,-1.6325116659989423
486,Sacred Heart University,Yes,5780,82,Medium,0.3322597004438243,-0.33923404372499044,1.1838238392664238,0.27964198004126417,-1.0385747644227592,-1.401605755600841,-0.6232192944825511,0.23285911133526935,-0.28448920152158647,-0.4590582053102421,0.5096200269252782,0.6125530498969481
487,Saint Ambrose University,Yes,4020,70,Medium,-0.561541272354,-0.9727316677869279,0.0924199814034158,0.1301428223292753,-0.22919460395165178,0.4565508868862356,-1.5240531582747878,0.05786129345554121,-0.28448920152158647,-0.33284940244287153,0.3640466953127041,0.6125530498969481
488,Saint Anselm College,Yes,5400,97,Medium,0.24384283258777845,-0.6744109272506594,-0.7561123349498994,0.7017919204959061,-0.6142542984789046,-0.14963079133114396,0.017034841871698108,0.15826329539749745,0.643318740239679,-0.6280984021064119,-0.038357622451748286,0.6125530498969481
489,Saint Cloud State University,No,2625,58,Low,0.8189606148914449,-1.204141438433242,1.3006186600480965,-1.853929749076083,-1.5119094043589478,0.9387067124886164,-0.49125343790260845,1.199612364107489,-0.9955858819980911,-1.851216384635507,0.5823320012198849,-1.6325116659989423
490,Saint Francis College IN,Yes,3820,48,Low,-2.0454791616544914,-0.8676768730139962,-0.1930786736828695,-0.33439810784964846,-0.6142542984789046,-0.3812772017711419,-0.2823735232374524,-0.35536252385287187,-2.2835393318336408,-0.3343556831846397,0.22049646941719708,0.6125530498969481
491,Saint Francis College,Yes,5050,69,Medium,-0.4119235528306597,-0.19109950858549554,0.18598865828906036,0.23442552834361993,-1.0385747644227592,0.05172500660973919,-1.1477182127095475,1.2893215220075749,0.34549454598816776,-0.37088526166857017,0.2777730324223892,0.6125530498969481
492,Saint John's University,Yes,4081,70,Medium,-0.5230707724659568,-0.4176946998854469,-0.9022691057091232,0.5489673813859549,-0.22919460395165178,-1.401605755600841,0.257675656251106,-0.4886548043056184,1.0718935453228027,0.3959360107307288,0.7517989397658782,0.6125530498969481
493,Saint Joseph's College IN,Yes,4250,67,Medium,-0.5367762845676507,0.012544204192919675,-0.25794229884583036,0.31028655778176334,0.4496014388117548,-0.48548409267976533,-1.3460179845367914,0.23285911133526935,-0.019012808716357025,-0.3647459983175069,-0.02346414886251148,0.6125530498969481
494,Saint Joseph's College,Yes,5180,85,Low,-0.6342094485939078,-0.9727316677869279,1.2971725737137618,0.014148844162083644,-0.22919460395165178,-0.8317407990918481,0.6005650532112241,2.9349049887757435,-1.3233835886260938,-2.1046961629673877,0.48840324336676194,0.6125530498969481
495,Saint Joseph's University,Yes,6350,83,Medium,0.4123590373836641,0.814496291254933,0.9174490323886003,0.6588806117068089,-1.5119094043589478,0.7078187571324353,0.6902976719925955,0.8564097284492168,-0.601645107695158,-0.05492086408219139,0.3280685278298941,0.6125530498969481
496,Saint Joseph College,Yes,4600,76,Medium,-1.706463480296266,-0.26378841421379556,0.48888785093970094,0.5385467061091938,0.7526774067369609,-0.48548409267976533,0.6902976719925955,-0.7065095991630397,0.7990089285165864,0.08013667059828027,0.5334002469618061,0.6125530498969481
497,Saint Louis University,Yes,4730,67,Medium,0.6536126906719807,1.0296888476949617,0.8157777044043972,0.4237367718403791,1.5536080298286021,3.81124097258178,1.0656043502924986,-2.8286743039560838,-0.019012808716357025,1.6679355100153874,0.8149126251585059,0.6125530498969481
498,Saint Mary's College,Yes,4514,98,Medium,-0.5714179144605612,0.13799295441079087,-1.407972650027876,0.6545652233846634,-0.22919460395165178,0.49124292155173477,1.1635803366973685,-1.073921779837255,0.7487430981377603,0.6868289478523276,0.541795031701849,0.6125530498969481
499,Saint Mary's College of Minnesota,Yes,3600,78,Medium,-0.5847551261141795,-0.7684736752694479,-0.6283861383961887,0.21523180244088352,-1.0385747644227592,-0.7822591318670258,-0.5579571392876599,1.1770700285932783,-0.019012808716357025,-1.5218293455063057,1.1468491418404205,0.6125530498969481
500,Saint Mary-of-the-Woods College,Yes,4130,75,Medium,-2.431564402220916,-0.053119072030679226,0.5404465746821493,0.09310267904364676,-0.22919460395165178,0.7203062079932,-1.4375163915219222,-0.9875453814266569,1.0294623131395182,0.3525946969075,0.8144996139821334,0.6125530498969481
501,Saint Michael's College,Yes,5860,84,High,0.1584590373676194,-0.5849046607537622,-0.6889842338107851,0.7188345309434644,-0.22919460395165178,-0.9606431574678058,0.5124477851823425,0.15826329539749745,0.8951255085680089,0.4761440837602808,-0.16607541321359,0.6125530498969481
502,Saint Olaf College,Yes,3750,83,High,0.30855761708274226,0.7690207208177241,-0.6943092873174947,0.990621076974367,0.12366360001576766,-1.5715860927236942,0.5124477851823425,-1.0450179270912499,0.7487430981377603,0.9335572542834273,-0.01843847128128937,0.6125530498969481
503,Saint Peter's College,Yes,5520,53,Low,-0.003203581626779536,-0.053119072030679226,0.8244582066396595,-0.1348282343565399,-0.22919460395165178,-1.959451346902346,-0.2823735232374524,-0.46182603876526157,0.20928980457225407,-0.2500811103479475,0.9040109141784601,0.6125530498969481
